Series Name,Series Code,Country Name,Country Code,2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021]
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,South Africa,ZAF,2.51482748720852,3.44979162918717,2.71890993026632,7.9963166769684,4.57103779540677,4.00617829043691,7.38649521399663,5.65578917093276,8.37788867989276,6.48116834146521
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Spain,ESP,..,..,..,..,..,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Sri Lanka,LKA,3.07064755917263,2.84664804977605,7.99975539413567,4.27184174432659,3.87221739576344,4.57430296862399,8.03022854572916,7.21065880355374,6.28787858691097,5.44529365809868
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,St. Lucia,LCA,2.8221223916284,2.21834123728735,2.24537280772187,4.23901950871234,2.76571762589141,2.54245406521917,2.56520700049147,2.61598775007761,3.00650606175161,2.80629273194497
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,St. Vincent and the Grenadines,VCT,5.03940074092083,4.28902130569951,4.10412868365792,4.36620651370997,3.95497232533215,4.13910227978332,4.62813853356433,4.29226294388665,3.82128650784946,3.45958768670759
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Sudan,SDN,0.614406133164251,0.480851857751844,0.34667065727686,0.629713269014515,0.291510341924572,0.189814003337756,0.704765083211987,0.636675382843962,0.586238682678482,9.09437499976199
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Suriname,SUR,..,..,..,..,..,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Eswatini,SWZ,1.31039048329402,2.58730832143101,5.34755065702566,2.46467143327952,1.12487438709722,3.17913165344722,1.28592186881897,1.34648218219176,2.87059962590832,1.49528479893033
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Sweden,SWE,..,..,..,..,..,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Switzerland,CHE,..,..,..,..,..,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Syrian Arab Republic,SYR,0.00184406066913751,0.00434224390602712,0.00102880276871316,0.00360215965796513,0.00312919182469619,0.00331479453829375,0.0981542528301945,0.020882545570395,0.0117849693645755,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Tajikistan,TJK,4.53492232740119,3.99643705976727,3.79984541378737,3.20558804323238,7.83631078847375,7.89878029597708,6.16747896089874,5.38943981804076,9.44970352208498,4.92346969766758
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Tanzania,TZA,0.434763821604744,0.553098850295517,0.622836204222121,1.00930304018471,1.51597274159479,1.59979864003284,1.86017745950118,2.00434571557888,2.03182801929695,2.90489584413611
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Thailand,THA,4.04313634118768,3.56109011404056,6.62395281131678,4.88968529668503,3.64875663392991,3.39310933285434,3.86347582407669,5.17191534110751,4.29421904931961,3.70353510725721
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Timor-Leste,TLS,0.00762053105606407,0.00739921423079008,0.0131858323003922,0.0292769923377431,0.03674911645666,0.0789312311467657,0.142441403669346,0.263318249504305,0.339039975535012,0.51020306893729
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Togo,TGO,0.602754397321192,1.20660407868991,1.32310763552197,1.4034785995396,1.48783178432597,1.67486862534516,1.63969919792376,1.58778974741193,1.38829753941751,2.00509862400643
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Tonga,TON,1.31627052551494,1.42787659778457,1.47668246743274,1.45726476509881,1.46389822804446,1.16560602858179,1.97396983308645,1.00449232178333,1.14380813422577,0.71274162813735
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Tunisia,TUN,5.77610149752419,5.3005106242965,4.08696284665794,4.12888064880184,4.80602881400375,7.46807719079607,7.27060275734261,7.86430426243911,7.90604178615541,9.5785311454899
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Turkiye,TUR,6.51580730833037,6.72378693765511,6.26560670289315,6.533221607182,8.84305131796383,10.2759327119095,11.0021115057338,11.6462434788382,12.2650992500563,9.10519441237687
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Turkmenistan,TKM,0.963029338369135,1.2403864958313,3.94299157782264,4.3730463770358,4.30522980486752,4.75849499064708,4.6936934262908,4.95829986567241,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Uganda,UGA,0.25516916257572,0.308915796117046,0.64764782629674,0.298477887593171,2.9431545148488,0.625735617622035,1.72889458321731,0.938610413708318,2.07387931710116,2.14214084197526
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Ukraine,UKR,16.2472662085824,20.1641064257918,15.8538813975884,31.334782629986,13.1417869536965,11.6292304855829,11.1726482177551,8.95606396315597,10.8571774054441,7.42858179008519
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,United Arab Emirates,ARE,..,..,..,..,..,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,United Kingdom,GBR,..,..,..,..,..,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Uruguay,URY,..,..,..,..,..,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Uzbekistan,UZB,1.01104540197551,0.938888301605198,1.07532540585312,1.42270512830237,1.57387906064438,3.0121200976792,1.86718134540563,4.3571198604449,5.38618006427068,6.62714483506998
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Vanuatu,VUT,0.792318364841687,0.951429391086593,1.00420118767651,0.936805357953562,1.09425548940462,1.13798841496566,2.14116354377158,1.56412748691412,1.96107581195781,1.68880446954737
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Vietnam,VNM,2.39977812366883,2.19508109984834,3.00066258134966,2.91944842509982,3.02106152188331,5.12880530947546,6.18328478457868,5.17199892887964,4.93012338088697,5.74430439908665
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,"Yemen, Rep.",YEM,0.753209614492507,0.702422734527543,0.894598209239512,0.87117931493391,0.445838493369073,0.369420095723786,0.515524453337698,..,..,..
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Zambia,ZMB,0.919262690614171,1.18568162208322,1.49867391955367,2.61748655615988,3.65190188384896,3.39390094532675,4.95230520987958,11.3720816926372,10.8492991293772,7.99158233827926
Total debt service (% of GNI),DT.TDS.DECT.GN.ZS,Zimbabwe,ZWE,4.86739745331815,3.39893904236753,2.97410504118948,3.78118619057791,6.89309488871738,4.60748345146302,1.81258303552444,7.3880619261847,4.66305059892889,2.1081836481264
Net migration,SM.POP.NETM,Afghanistan,AFG,105905,48076,255611,-281739,-90238,-47090,-47205,-8082,166821,-183672
Net migration,SM.POP.NETM,Albania,ALB,-19946,-16845,-14265,-12240,-10887,-9768,-9106,-8889,-9117,-10612
Net migration,SM.POP.NETM,Algeria,DZA,-35119,-35412,-36088,-36371,-36227,-36448,-36227,-36386,-18797,-18797
Net migration,SM.POP.NETM,American Samoa,ASM,-1538,-1575,-1602,-1629,-1641,-1652,-1652,-1650,-1636,-1646
Net migration,SM.POP.NETM,Andorra,AND,33,12,-84,-232,1303,887,1184,1238,1474,1377
Net migration,SM.POP.NETM,Angola,AGO,96056,91528,84532,74170,91623,77733,61632,58986,7557,29089
Net migration,SM.POP.NETM,Antigua and Barbuda,ATG,203,156,108,60,16,0,0,0,0,0
Net migration,SM.POP.NETM,Argentina,ARG,3127,5369,5801,5522,5215,4926,4690,4478,2344,2344
Net migration,SM.POP.NETM,Armenia,ARM,-28731,-28257,-27763,-27283,-26804,-26326,-25835,-25363,-12825,-12825
Net migration,SM.POP.NETM,Aruba,ABW,229,134,88,177,170,218,367,412,0,501
Net migration,SM.POP.NETM,Australia,AUS,235719,214564,198120,209466,242184,244875,220307,235860,117929,117929
Net migration,SM.POP.NETM,Austria,AUT,44891,56494,74263,115125,66282,45573,35404,41105,20314,20314
Net migration,SM.POP.NETM,Azerbaijan,AZE,1988,2289,1084,1084,1484,1184,1583,392,1084,1084
Net migration,SM.POP.NETM,"Bahamas, The",BHS,1048,1001,1001,1001,1001,1001,1001,1001,0,485
Net migration,SM.POP.NETM,Bahrain,BHR,11754,27227,36320,29250,29052,29024,-3601,-17127,-48716,-9150
Net migration,SM.POP.NETM,Bangladesh,BGD,-242022,-194048,-219628,-286512,-55013,-175755,-323380,-344054,-61154,-174500
Net migration,SM.POP.NETM,Barbados,BRB,-64,-65,-65,-65,-65,-65,-65,-65,0,-28
Net migration,SM.POP.NETM,Belarus,BLR,9425,10496,12222,13681,15258,15937,15731,15082,13589,12961
Net migration,SM.POP.NETM,Belgium,BEL,56227,56755,57103,57008,56781,56248,55439,54395,53428,52356
Net migration,SM.POP.NETM,Belize,BLZ,1529,1504,1452,1363,1283,1222,1185,1164,0,577
Net migration,SM.POP.NETM,Benin,BEN,1267,-899,3667,3366,3827,3716,3368,3363,1732,1732
Net migration,SM.POP.NETM,Bermuda,BMU,-243,-254,-233,-315,0,227,306,290,291,291
Net migration,SM.POP.NETM,Bhutan,BTN,-725,-730,-870,-1171,-521,291,291,291,291,291
Net migration,SM.POP.NETM,Bolivia,BOL,-11688,-11371,-10972,-10525,-10071,-9669,-9345,-8978,-4666,-4666
Net migration,SM.POP.NETM,Bosnia and Herzegovina,BIH,-66436,-37030,-35709,-33976,-32195,-30669,-29154,-27848,-26857,-25865
Net migration,SM.POP.NETM,Botswana,BWA,488,471,1138,2145,3129,3761,3819,2933,1816,1816
Net migration,SM.POP.NETM,Brazil,BRA,43451,35308,24940,4764,82589,56362,67934,69186,56880,20376
Net migration,SM.POP.NETM,British Virgin Islands,VGB,122,164,260,302,275,281,221,253,272,128
Net migration,SM.POP.NETM,Brunei Darussalam,BRN,-342,-395,-444,-485,-539,-587,-638,-587,-395,-192
Net migration,SM.POP.NETM,Bulgaria,BGR,-13770,-15243,-15527,-15356,-14947,-13560,-12115,-11439,-9902,-8716
Net migration,SM.POP.NETM,Burkina Faso,BFA,-20961,-33275,-18009,-19754,-7603,-14801,-23971,-25277,-5665,-13097
Net migration,SM.POP.NETM,Burundi,BDI,22613,-2295,-6856,-236447,-109490,-68450,68145,14241,-10186,-14415
Net migration,SM.POP.NETM,Cabo Verde,CPV,-1625,-1585,-1534,-1474,-1408,-1354,-1323,-1296,-1274,-1274
Net migration,SM.POP.NETM,Cambodia,KHM,-43999,-46754,-48942,-52272,-40577,-45720,-51685,-55607,-22308,-24262
Net migration,SM.POP.NETM,Cameroon,CMR,-7529,-6900,96607,42007,13251,-37910,-9185,-12254,-9889,-9889
Net migration,SM.POP.NETM,Canada,CAN,245309,242475,195649,232738,320494,361274,417974,391914,195181,195181
Net migration,SM.POP.NETM,Cayman Islands,CYM,897,967,980,1079,1077,1106,1054,973,766,276
Net migration,SM.POP.NETM,Central African Republic,CAF,-112033,-112663,-174543,-63213,-52758,-58734,-53083,-36942,-24803,-85860
Net migration,SM.POP.NETM,Chad,TCD,9516,51887,20842,-48918,21546,16916,46664,-9469,9016,9016
Net migration,SM.POP.NETM,Channel Islands,CHI,621,993,543,1396,1180,1429,2353,1566,1362,1242
Net migration,SM.POP.NETM,Chile,CHL,30925,36566,52709,55709,126525,214697,237358,230162,98439,113709
Net migration,SM.POP.NETM,China,CHN,-124641,-137444,-198432,-155379,-153054,-180592,-296674,-302609,-33649,-200194
Net migration,SM.POP.NETM,Colombia,COL,-55913,-64686,-67516,-41064,79978,415618,494364,395803,229437,211978
Net migration,SM.POP.NETM,Comoros,COM,-1970,-1773,-1569,-1349,-1136,-2922,-2919,-2917,-1772,-1772
Net migration,SM.POP.NETM,"Congo, Dem. Rep.",COD,-25257,121103,36966,47831,173022,4350,-124242,-144916,-1643,-64643
Net migration,SM.POP.NETM,"Congo, Rep.",COG,-26640,-24608,-21600,-18219,-14788,-11604,-8858,-6271,-4465,-4466
Net migration,SM.POP.NETM,Costa Rica,CRI,3983,3950,3996,4065,4150,4196,4198,4154,2084,2084
Net migration,SM.POP.NETM,Cote d'Ivoire,CIV,-144173,-148501,-23011,-21498,-20148,-18758,-17190,-15520,-12301,-21000
Net migration,SM.POP.NETM,Croatia,HRV,-10440,-11833,-12849,-13408,-13569,-13654,-13171,-12480,-11592,-10402
Net migration,SM.POP.NETM,Cuba,CUB,-17531,-15301,-14543,-14372,-14454,-14498,-14219,-13686,-7068,-7068
Net migration,SM.POP.NETM,Curacao,CUW,1470,1281,1065,844,647,535,25591,-9592,997,502
Net migration,SM.POP.NETM,Cyprus,CYP,4789,4426,4467,4655,4878,5014,4977,4948,2999,1995
Net migration,SM.POP.NETM,Czechia,CZE,10308,-1553,5009,5297,-300,2809,3193,4030,3621,3621
Net migration,SM.POP.NETM,Denmark,DNK,19732,20779,21670,22368,22859,23188,23337,23305,23076,22746
Net migration,SM.POP.NETM,Djibouti,DJI,2104,2033,1900,1723,1623,1535,1435,1322,744,742
Net migration,SM.POP.NETM,Dominica,DMA,158,-445,1445,-393,179,187,194,326,100,57
Net migration,SM.POP.NETM,Dominican Republic,DOM,-30615,-30563,-30449,-30310,-30181,-30055,-29944,-29830,-14966,-14966
Net migration,SM.POP.NETM,Ecuador,ECU,-7832,-6151,2288,14740,27063,49359,153372,71801,35894,35894
Net migration,SM.POP.NETM,"Egypt, Arab Rep.",EGY,-2118,163449,5961,-79150,4132,-23281,-61050,-59715,4476,-32370
Net migration,SM.POP.NETM,El Salvador,SLV,-50554,-49086,-49130,-51282,-47499,-50616,-54158,-55143,-25214,-27343
Net migration,SM.POP.NETM,Equatorial Guinea,GNQ,17859,18105,18051,17694,17109,16395,15583,14695,0,6486
Net migration,SM.POP.NETM,Eritrea,ERI,-43335,-34025,-75830,-53049,-55530,-38636,-21435,-29849,-14987,-14988
Net migration,SM.POP.NETM,Estonia,EST,-3646,-2650,-562,4308,1164,5329,7229,5410,2995,2995
Net migration,SM.POP.NETM,Ethiopia,ETH,119512,80953,103119,62784,115812,71769,9309,-10803,38867,-1391
Net migration,SM.POP.NETM,Faroe Islands,FRO,-149,-118,-111,542,537,622,653,580,498,0
Net migration,SM.POP.NETM,Fiji,FJI,-10945,-11000,-11023,-11047,-11139,-11605,-11738,-11865,-6003,-6003
Net migration,SM.POP.NETM,Finland,FIN,17620,18026,15950,12433,17210,13307,11646,15558,17482,14928
Net migration,SM.POP.NETM,France,FRA,49080,36552,26585,18807,14729,13175,14391,17403,18335,20614
Net migration,SM.POP.NETM,French Polynesia,PYF,-2639,-1988,-1668,-1676,-1687,-1046,-952,-861,-378,-378
Net migration,SM.POP.NETM,Gabon,GAB,19971,19581,16566,12041,7395,4019,2893,2230,1514,1516
Net migration,SM.POP.NETM,"Gambia, The",GMB,-2342,-2486,-2797,-3224,-3477,-3694,-3936,-4186,-1960,-1960
Net migration,SM.POP.NETM,Georgia,GEO,-26510,-27185,-16045,-13317,-10591,-7886,-5174,-5414,-2734,-2734
Net migration,SM.POP.NETM,Germany,DEU,317082,342555,369027,397921,432017,430803,392587,360560,334055,312735
Net migration,SM.POP.NETM,Ghana,GHA,1008,-2388,-6316,-13308,7014,-4914,-19374,-21860,-297,-11253
Net migration,SM.POP.NETM,Gibraltar,GIB,298,-101,-101,-101,-101,-58,-58,-58,-58,-58
Net migration,SM.POP.NETM,Greece,GRC,-30036,-31535,-30228,-29315,-27234,-25061,-23600,-21581,-17853,-14806
Net migration,SM.POP.NETM,Greenland,GRL,-457,-490,-529,-348,-374,-383,-357,-338,-150,-62
Net migration,SM.POP.NETM,Grenada,GRD,-204,-190,-190,-190,-190,-190,-190,-190,0,-85
Net migration,SM.POP.NETM,Guam,GUM,-1850,-1852,-1852,-1852,-1852,-1852,-1850,-1852,-244,-244
Net migration,SM.POP.NETM,Guatemala,GTM,-32572,-35666,-40409,-48162,-39266,-48049,-56884,-58095,-23142,-29118
Net migration,SM.POP.NETM,Guinea,GIN,-32842,-29151,-22750,-15127,-14196,-13726,-9195,-3243,-4364,-4367
Net migration,SM.POP.NETM,Guinea-Bissau,GNB,-1442,-1395,-1393,-1393,-1392,-1398,-1396,-1395,-1394,-1395
Net migration,SM.POP.NETM,Guyana,GUY,-7152,-6912,-6715,-6524,-6311,-6110,30080,-24678,802,-4316
Net migration,SM.POP.NETM,Haiti,HTI,-29679,-30347,-31416,-32698,-33902,-34766,-35007,-34635,-33872,-32977
Net migration,SM.POP.NETM,Honduras,HND,-5896,-6094,-6302,-6512,-6685,-6782,-6768,-6550,-6199,-5779
Net migration,SM.POP.NETM,"Hong Kong SAR, China",HKG,36188,24760,22372,13061,0,0,0,0,0,0
Net migration,SM.POP.NETM,Hungary,HUN,16048,5296,11571,14166,-982,18044,31976,33559,9042,19870
Net migration,SM.POP.NETM,Iceland,ISL,-304,1648,1116,1477,4113,8316,6611,5152,2573,622
Net migration,SM.POP.NETM,India,IND,-180991,-236387,-310694,-475094,68119,-219656,-561563,-593495,-34772,-301970
Net migration,SM.POP.NETM,Indonesia,IDN,-38499,-36670,-37324,-37991,-38653,-39282,-39878,-40567,-24999,-14992
Net migration,SM.POP.NETM,"Iran, Islamic Rep.",IRN,19635,23351,653255,628310,23759,7709,-29981,-34571,-156669,28080
Net migration,SM.POP.NETM,Iraq,IRQ,767449,491588,10514,-19490,-75580,-9899,6660,-29880,71539,-60097
Net migration,SM.POP.NETM,Ireland,IRL,-22002,-12015,714,13130,18978,29200,33647,29113,15320,15320
Net migration,SM.POP.NETM,Isle of Man,IMN,-244,-276,-276,-231,107,275,272,239,235,517
Net migration,SM.POP.NETM,Israel,ISR,9909,10650,10836,12049,13263,14518,15615,16132,16569,16856
Net migration,SM.POP.NETM,Italy,ITA,249033,154366,50102,34031,49591,70475,75863,21615,28021,28021
Net migration,SM.POP.NETM,Jamaica,JAM,-11494,-11329,-11329,-11329,-11329,-11329,-11329,-11329,0,-5664
Net migration,SM.POP.NETM,Japan,JPN,137344,134721,139401,150215,156993,164070,177470,183953,87584,87584
Net migration,SM.POP.NETM,Jordan,JOR,-146181,776237,803008,490844,49192,41956,33554,28963,18092,14374
Net migration,SM.POP.NETM,Kazakhstan,KAZ,9046,8121,-6299,-12253,-7445,-15903,-31760,-37080,-12432,-18917
Net migration,SM.POP.NETM,Kenya,KEN,-42929,-57630,-72415,-95981,-29727,-68704,-115434,-61946,-17106,-52549
Net migration,SM.POP.NETM,Kiribati,KIR,-949,-955,-977,-853,-838,-811,-776,-691,-296,-296
Net migration,SM.POP.NETM,"Korea, Dem. People's Rep.",PRK,-2918,-2936,-3039,-3200,-3218,-3222,-3223,-3139,-1589,-1589
Net migration,SM.POP.NETM,"Korea, Rep.",KOR,275552,288205,296280,266322,102075,112523,118642,110799,0,43440
Net migration,SM.POP.NETM,Kosovo,XKX,-15323,-40468,-56637,-14819,-31383,-33495,-34137,-33469,-15050,-15050
Net migration,SM.POP.NETM,Kuwait,KWT,191164,190228,-84910,259114,-90785,140685,144967,9088,-254177,-36843
Net migration,SM.POP.NETM,Kyrgyz Republic,KGZ,-41524,-37188,-32933,-29468,-25279,-27796,-30717,-34270,-14307,-16510
Net migration,SM.POP.NETM,Lao PDR,LAO,-26451,-25256,-25666,-12995,-11401,-10400,-10303,-10303,-10303,-10303
Net migration,SM.POP.NETM,Latvia,LVA,-12981,-12505,-11830,-11163,-10340,-9498,-8632,-7903,-7381,-6815
Net migration,SM.POP.NETM,Lebanon,LBN,124428,733504,301113,-223722,-228173,-230947,-233520,-237572,-115146,-115122
Net migration,SM.POP.NETM,Lesotho,LSO,-6827,-6452,-5466,-4129,-3861,-3327,-3234,-2989,-1490,-1490
Net migration,SM.POP.NETM,Liberia,LBR,-25708,-21995,-26692,-15195,-26822,-24830,-23226,-19697,-10119,-11862
Net migration,SM.POP.NETM,Libya,LBY,5211,25760,-1712,-7660,-5081,9208,5835,-1352,-696,-696
Net migration,SM.POP.NETM,Liechtenstein,LIE,187,195,173,141,175,172,193,178,189,231
Net migration,SM.POP.NETM,Lithuania,LTU,-24664,-22781,-20883,-18912,-17334,-15937,-14451,-13398,-12625,-11853
Net migration,SM.POP.NETM,Luxembourg,LUX,10251,10553,11181,11373,12535,9563,10096,10365,6952,6949
Net migration,SM.POP.NETM,"Macao SAR, China",MAC,6156,6050,6034,6465,6962,7727,8219,8578,8441,4004
Net migration,SM.POP.NETM,North Macedonia,MKD,-1758,-1737,-1597,-1378,-1164,-1018,-1000,-987,-486,-486
Net migration,SM.POP.NETM,Madagascar,MDG,485,485,485,485,485,485,485,-1487,-742,-742
Net migration,SM.POP.NETM,Malawi,MWI,-13506,-12899,-10309,-6449,-5498,-4795,-3706,-2228,-1775,-1775
Net migration,SM.POP.NETM,Malaysia,MYS,113421,102150,94785,80603,97737,78257,60604,60824,57483,46165
Net migration,SM.POP.NETM,Maldives,MDV,6660,6794,12535,12526,12191,11665,10578,6690,1134,1189
Net migration,SM.POP.NETM,Mali,MLI,-140747,-41013,-50149,-48947,-30294,-33995,-40761,-44428,-14978,-22236
Net migration,SM.POP.NETM,Malta,MLT,6167,7348,8474,9443,10239,10836,11180,11247,10854,10408
Net migration,SM.POP.NETM,Marshall Islands,MHL,-1901,-1901,-1901,-1901,-1901,-1901,-1901,-1901,-1901,-1901
Net migration,SM.POP.NETM,Mauritania,MRT,14070,-2987,-2984,-3018,-3009,-3001,-2987,-3018,-1494,-1494
Net migration,SM.POP.NETM,Mauritius,MUS,-3327,-3131,-2932,-2747,-2558,-2381,-2209,-1034,-478,-478
Net migration,SM.POP.NETM,Mexico,MEX,-48160,-101719,-100413,-82173,33094,-12438,-99430,-47764,-9949,-52649
Net migration,SM.POP.NETM,"Micronesia, Fed. Sts.",FSM,-1633,-1561,-1482,-1415,-1348,-1283,-1283,-1283,-635,-635
Net migration,SM.POP.NETM,Moldova,MDA,-91035,-90637,-67173,-59404,-51633,-43868,-36088,-28328,-14278,-14278
Net migration,SM.POP.NETM,Monaco,MCO,955,960,988,1019,416,416,416,416,206,206
Net migration,SM.POP.NETM,Mongolia,MNG,-2156,-1527,813,3932,7470,10802,11426,10664,0,0
Net migration,SM.POP.NETM,Montenegro,MNE,-634,-993,-1742,-1943,-2111,-1980,-2024,-1636,-1326,-101
Net migration,SM.POP.NETM,Morocco,MAR,-65136,-67026,-72062,-81202,-57256,-71807,-89007,-91959,-33807,-46242
Net migration,SM.POP.NETM,Mozambique,MOZ,10389,22477,31611,30414,77168,14804,-12765,-17639,11745,-9515
Net migration,SM.POP.NETM,Myanmar,MMR,-61554,-62882,-74923,-94128,-87935,-105438,-114634,-100810,-66228,-35382
Net migration,SM.POP.NETM,Namibia,NAM,-8596,-8580,-8607,-8596,-8596,-8597,-8596,-8596,-4301,-4301
Net migration,SM.POP.NETM,Nauru,NRU,-32,-34,-31,-31,-31,-34,-39,-107,-68,-66
Net migration,SM.POP.NETM,Nepal,NPL,-371708,-373065,-310157,-221059,-98016,-78062,-81130,-70597,306664,296541
Net migration,SM.POP.NETM,Netherlands,NLD,46924,51268,54876,57677,59528,60585,60758,60266,58816,57439
Net migration,SM.POP.NETM,New Caledonia,NCL,1793,1860,510,-2230,-2346,-2389,-2386,-2336,-1182,-1182
Net migration,SM.POP.NETM,New Zealand,NZL,-1539,22547,48532,47165,50012,48815,80419,103392,38220,38220
Net migration,SM.POP.NETM,Nicaragua,NIC,-27388,-26589,-25571,-24359,-23081,-21841,-20739,-19733,-10384,-10384
Net migration,SM.POP.NETM,Niger,NER,18714,-2551,3883,17051,14833,-6827,-3816,-15787,-4403,-4405
Net migration,SM.POP.NETM,Nigeria,NGA,41741,10588,-49351,-145917,-54315,15016,-81384,-103989,-4824,-76364
Net migration,SM.POP.NETM,Northern Mariana Islands,MNP,-914,-906,-884,-866,-852,-830,-817,-806,-431,-431
Net migration,SM.POP.NETM,Norway,NOR,47786,40480,38565,30329,26425,21584,18388,25564,10756,10604
Net migration,SM.POP.NETM,Oman,OMN,262093,161176,75961,134260,118472,5777,-51177,-106864,-164408,-20664
Net migration,SM.POP.NETM,Pakistan,PAK,-1647986,-1906315,-2037911,-2172159,-2290411,-1574581,-1309609,-1177218,-588736,-471395
Net migration,SM.POP.NETM,Palau,PLW,-339,-50,-51,8,8,8,8,8,7,3
Net migration,SM.POP.NETM,Panama,PAN,5447,5926,7105,8648,10109,11059,11130,10623,5473,5473
Net migration,SM.POP.NETM,Papua New Guinea,PNG,37896,35283,32841,30581,28474,26515,24688,22977,10695,10695
Net migration,SM.POP.NETM,Paraguay,PRY,-17761,-17238,-16990,-16833,-16734,-16628,-16470,-16270,-8230,-8230
Net migration,SM.POP.NETM,Peru,PER,-118758,-95149,-50381,2462,80725,104242,326831,136558,79456,68012
Net migration,SM.POP.NETM,Philippines,PHL,-156051,-199869,-237890,6954,79051,36111,-15371,-24066,-41937,-80125
Net migration,SM.POP.NETM,Poland,POL,-12077,-27597,-24234,-25426,-1967,-1983,-8736,-2974,-779,-2968
Net migration,SM.POP.NETM,Portugal,PRT,-37448,-36657,-30033,-10124,-8128,5244,10177,43656,40535,27295
Net migration,SM.POP.NETM,Puerto Rico,PRI,-45035,-52866,-64956,-64764,-65824,-62275,-17320,-16013,-7408,-7408
Net migration,SM.POP.NETM,Qatar,QAT,83444,137597,179768,178133,138455,46900,11662,15493,-163999,-30801
Net migration,SM.POP.NETM,Romania,ROU,-21485,-13890,-20445,-49612,-64002,-58735,-57865,-25453,-12724,-12724
Net migration,SM.POP.NETM,Russian Federation,RUS,304059,291552,260843,384942,373316,350105,336527,333509,340711,320617
Net migration,SM.POP.NETM,Rwanda,RWA,-14824,-15833,-15027,-14477,-2605,-5169,-10794,-11823,-1579,-6112
Net migration,SM.POP.NETM,Samoa,WSM,-3215,-3182,-3161,-3137,-2772,-2824,-2739,-2469,-1060,-882
Net migration,SM.POP.NETM,San Marino,SMR,195,109,119,317,344,302,137,148,-138,41
Net migration,SM.POP.NETM,Sao Tome and Principe,STP,-1736,-1781,-1794,-1800,-1786,-1775,-1758,-1718,0,-792
Net migration,SM.POP.NETM,Saudi Arabia,SAU,88879,77738,65520,60337,171429,282947,253245,241172,-1025295,-153883
Net migration,SM.POP.NETM,Senegal,SEN,-42976,-45857,-37405,-31006,-24720,-20576,-19973,-19973,-10090,-10091
Net migration,SM.POP.NETM,Serbia,SRB,3968,7198,8072,7368,5901,4465,3346,489,243,243
